tweet_id,date
1490420108367388678,2022-02-06
1490419083069820932,2022-02-06
1490418760905367556,2022-02-06
1490418014289813508,2022-02-06
1490417228172468230,2022-02-06
1490426818159157249,2022-02-06
1490424007841271808,2022-02-06
1490423092186959878,2022-02-06
1490436317842391042,2022-02-06
1490585970474991622,2022-02-07
1490585928750059521,2022-02-07
1490590653180481536,2022-02-07
1490602284094570496,2022-02-07
1490617969680031747,2022-02-07
1490631590380244995,2022-02-07
1490635712617754626,2022-02-07
1490643514748805123,2022-02-07
1490641783499333632,2022-02-07
1490654529070772225,2022-02-07
1490662051844440077,2022-02-07
1490664218307215361,2022-02-07
1490690714497433604,2022-02-07
1490699424653271044,2022-02-07
1490704755127160835,2022-02-07
1490701894070775809,2022-02-07
1490716219149799427,2022-02-07
1490710387121168384,2022-02-07
1490730704715632641,2022-02-07
1490726503788822532,2022-02-07
1490726487628161024,2022-02-07
1490725399881469958,2022-02-07
1490741280946761730,2022-02-07
1490757050015617026,2022-02-07
1490763432861306880,2022-02-07
1490775549396066307,2022-02-07
1490784322252648453,2022-02-07
1490783911655391234,2022-02-07
1490782045521518598,2022-02-07
1490779157026025472,2022-02-07
1490799662000922638,2022-02-07
1490799040153501699,2022-02-07
1490793556478418951,2022-02-07
1490806507465842688,2022-02-07
1490806015130058757,2022-02-07
1490805759789129733,2022-02-07
1490804517457301517,2022-02-07
1490803645822255107,2022-02-07
1490802339300745219,2022-02-07
1490801660129681408,2022-02-07
1490812786632503296,2022-02-07
1490810226550923272,2022-02-07
1490809746709958669,2022-02-07
1490809021871370243,2022-02-07
1490809019484839939,2022-02-07
1490808363575349250,2022-02-07
1490808282725949440,2022-02-07
1490808168045232128,2022-02-07
1490807657116184576,2022-02-07
1490820669818703872,2022-02-07
1490903893697794049,2022-02-08
1490915985100279810,2022-02-08
1490914164520681476,2022-02-08
1490941042778316800,2022-02-08
1490937963739430914,2022-02-08
1490950676679397379,2022-02-08
1490949777722380290,2022-02-08
1490947154957189120,2022-02-08
1490945769788276738,2022-02-08
1490943492264108033,2022-02-08
1490956639872385031,2022-02-08
1490955168174972932,2022-02-08
1490952616364605441,2022-02-08
1490964995513155587,2022-02-08
1490963970655924225,2022-02-08
1490963449589170176,2022-02-08
1490962683902017550,2022-02-08
1490961458204749825,2022-02-08
1490960306960744457,2022-02-08
1490958977785495559,2022-02-08
1490980648106225664,2022-02-08
1490975047187832835,2022-02-08
1490973950767407108,2022-02-08
1490993677661257730,2022-02-08
1491003251583553537,2022-02-08
1491002899782332424,2022-02-08
1491002143897436167,2022-02-08
1490999411945910272,2022-02-08
1490997453168189441,2022-02-08
1490996920826880000,2022-02-08
1491006896043606017,2022-02-08
1491004907150876678,2022-02-08
1491018259130322948,2022-02-08
1491011793363562496,2022-02-08
1491039395654565890,2022-02-08
1491038719381770243,2022-02-08
1491038663358414850,2022-02-08
1491037849533452290,2022-02-08
1491036728379179011,2022-02-08
1491047054138757122,2022-02-08
1491044231103795204,2022-02-08
1491042650929373184,2022-02-08
1491041950732255232,2022-02-08
1491060536066428935,2022-02-08
1491059676368171008,2022-02-08
1491066034106732549,2022-02-08
1491073212624556032,2022-02-08
1491080893800521732,2022-02-08
1491089116498640897,2022-02-08
1491114942103048193,2022-02-08
1491110298778017796,2022-02-08
1491119924441661445,2022-02-08
1491132224636289024,2022-02-08
1491146172551122944,2022-02-08
1491143033315897346,2022-02-08
1491142050963922945,2022-02-08
1491164677996711936,2022-02-08
1491162991492231169,2022-02-08
1491162794930352128,2022-02-08
1491177681093861380,2022-02-08
1491286676156878848,2022-02-09
1491293258970189824,2022-02-09
1491307619759570952,2022-02-09
1491307349122125829,2022-02-09
1491319658947170304,2022-02-09
1491314432575782913,2022-02-09
1491313630650171396,2022-02-09
1491332177459617794,2022-02-09
1491354914555305984,2022-02-09
1491372907481944067,2022-02-09
1491391469860831233,2022-02-09
1491401385384226816,2022-02-09
1491413657191956481,2022-02-09
1491439013705969671,2022-02-09
1491438848542654470,2022-02-09
1491448176666361857,2022-02-09
1491445656208416769,2022-02-09
1491455511027683328,2022-02-09
1491457480311910400,2022-02-09
1491467051982069773,2022-02-09
1491477339435327493,2022-02-09
1491487667888041984,2022-02-09
1491541838494380051,2022-02-09
1491674724417818624,2022-02-10
1491672039123558402,2022-02-10
1491702765822910464,2022-02-10
1491701199577526275,2022-02-10
1491750223798063107,2022-02-10
1491770325742276612,2022-02-10
1491800623985020939,2022-02-10
1491815929960964106,2022-02-10
1491836441529303045,2022-02-10
1491847570704027652,2022-02-10
1491846618672517120,2022-02-10
1491845229036687367,2022-02-10
1491849841798004736,2022-02-10
1491862612614733825,2022-02-10
1491877820565532678,2022-02-10
1491873598797189125,2022-02-10
1491873342047064066,2022-02-10
1492015543720681472,2022-02-11
1492062377893847041,2022-02-11
1492062059772755969,2022-02-11
1492069359463931913,2022-02-11
1492127694301147144,2022-02-11
1492125374372892676,2022-02-11
1492134696905551878,2022-02-11
1492142864394072066,2022-02-11
1492140632936169473,2022-02-11
1492139857023492098,2022-02-11
1492149442035736581,2022-02-11
1492164244799901702,2022-02-11
1492175285730430984,2022-02-11
1492211488056094729,2022-02-11
1492210720573898752,2022-02-11
1492208098110541827,2022-02-11
1492205874517061634,2022-02-11
1492205553858363396,2022-02-11
1492218173378211841,2022-02-11
1492216140415655939,2022-02-11
1492214589215367178,2022-02-11
1492214131281350660,2022-02-11
1492213947440812040,2022-02-11
1492225528312602629,2022-02-11
1492223511322054660,2022-02-11
1492223201103040512,2022-02-11
1492222220374003719,2022-02-11
1492221546101985282,2022-02-11
1492221282309611524,2022-02-11
1492220852217200642,2022-02-11
1492219441437888514,2022-02-11
1492233124973101066,2022-02-11
1492232192306593800,2022-02-11
1492230077056229378,2022-02-11
1492229980297773066,2022-02-11
1492227467498639369,2022-02-11
1492238649034948613,2022-02-11
1492237739982561286,2022-02-11
1492237107812872194,2022-02-11
1492234702798962693,2022-02-11
1492247367071973379,2022-02-11
1492245949074259978,2022-02-11
1492253440482885639,2022-02-11
1492251841169698825,2022-02-11
1492251580082671623,2022-02-11
1492263658906427399,2022-02-11
1492269480365498373,2022-02-11
1492268918097924096,2022-02-11
1492291358849122308,2022-02-12
1492297003237363714,2022-02-12
1492391864271581184,2022-02-12
1492390914572050433,2022-02-12
1492399091493519363,2022-02-12
1492393625405337600,2022-02-12
1492402260097253376,2022-02-12
1492410663884500996,2022-02-12
1492408973890306052,2022-02-12
1492408327795617799,2022-02-12
1492418776649936898,2022-02-12
1492425073923350532,2022-02-12
1492437374680412162,2022-02-12
1492434158316044290,2022-02-12
1492432791513952257,2022-02-12
1492431470140477445,2022-02-12
1492441143283437570,2022-02-12
1492441071913209861,2022-02-12
1492438565028044804,2022-02-12
1492446333151715328,2022-02-12
1492455846076424194,2022-02-12
1492472816595316746,2022-02-12
1492469379405164545,2022-02-12
1492483370760253443,2022-02-12
1492477177882980358,2022-02-12
1492496178893803523,2022-02-12
1492493625657376771,2022-02-12
1492505477900607498,2022-02-12
1492504397049434114,2022-02-12
1492501812192161793,2022-02-12
1492509870276464647,2022-02-12
1492509555657424899,2022-02-12
1492508471991971845,2022-02-12
1492519600805847050,2022-02-12
1492517425308483586,2022-02-12
1492516094011232261,2022-02-12
1492528395481198598,2022-02-12
1492526111095410694,2022-02-12
1492522491193053184,2022-02-12
1492532262281400322,2022-02-12
1492531374452092931,2022-02-12
1492529709539893248,2022-02-12
1492543446929788928,2022-02-12
1492536475723964420,2022-02-12
1492554655783698433,2022-02-12
1492554475856445442,2022-02-12
1492564278490157058,2022-02-12
1492572801315790857,2022-02-12
1492569538608734216,2022-02-12
1492588102317232135,2022-02-12
1492584939895898114,2022-02-12
1492583997326737411,2022-02-12
1492591148501721095,2022-02-12
1492591022949515271,2022-02-12
1492600893635710980,2022-02-12
1492626027914407938,2022-02-12
1492656048020283393,2022-02-13
1492746639576121346,2022-02-13
1492750899349004296,2022-02-13
1492762343964647424,2022-02-13
1492755751235997697,2022-02-13
1492768997040922625,2022-02-13
1492774171440558082,2022-02-13
1492772718227378176,2022-02-13
1492771193639911425,2022-02-13
1492778975843737603,2022-02-13
1492792879630200832,2022-02-13
1492795741122744324,2022-02-13
1492793366031048712,2022-02-13
1492821386427052033,2022-02-13
1492826056713195524,2022-02-13
1492823642157244424,2022-02-13
1492835070121553923,2022-02-13
1492844963226394631,2022-02-13
1492840184831959045,2022-02-13
1492846128911499264,2022-02-13
1492859914150100996,2022-02-13
1492867495677640712,2022-02-13
1492878976230080516,2022-02-13
1492896764839571457,2022-02-13
1492920746468904960,2022-02-13
1492927080991965191,2022-02-13
1492936131100426245,2022-02-13
1492940215274688516,2022-02-13
1492939493732667396,2022-02-13
1492938717195120641,2022-02-13
1492938664271360006,2022-02-13
1492947827697332232,2022-02-13
1492946987502776325,2022-02-13
1492957736983834632,2022-02-13
1492954457876873220,2022-02-13
1492959764292251648,2022-02-13
1492959685791604748,2022-02-13
1492966896630652929,2022-02-13
1492977336223993856,2022-02-13
1493094776245207042,2022-02-14
1493109955943190531,2022-02-14
1493125723783106560,2022-02-14
1493154396712194049,2022-02-14
1493148744715583490,2022-02-14
1493148429891080198,2022-02-14
1493148407694831628,2022-02-14
1493162808850227202,2022-02-14
1493169584018501633,2022-02-14
1493168277614436352,2022-02-14
1493173995675529217,2022-02-14
1493180216444956677,2022-02-14
1493179086130266117,2022-02-14
1493178442690572290,2022-02-14
1493191437277671426,2022-02-14
1493198159354290177,2022-02-14
1493196963772305409,2022-02-14
1493203851863855108,2022-02-14
1493210986567847936,2022-02-14
1493220811574030336,2022-02-14
1493219589534240775,2022-02-14
1493231563043135489,2022-02-14
1493242328391245824,2022-02-14
1493255068585533449,2022-02-14
1493255065322336256,2022-02-14
1493266318644105217,2022-02-14
1493282375551307776,2022-02-14
1493277534213054465,2022-02-14
1493298647152406528,2022-02-14
1493298044829323265,2022-02-14
1493305682057179140,2022-02-14
1493303499710468099,2022-02-14
1493301781144739845,2022-02-14
1493301257234231302,2022-02-14
1493299292903297028,2022-02-14
1493308202448044034,2022-02-14
1493307432298291206,2022-02-14
1493319424555859970,2022-02-14
1493318650698285059,2022-02-14
1493326663953879045,2022-02-14
1493326252844924933,2022-02-14
1493322519872700416,2022-02-14
1493329228464599040,2022-02-14
1493342964097204226,2022-02-14
1493341755638521861,2022-02-14
1493341737166770178,2022-02-14
1493339488252215301,2022-02-14
1493337674551382019,2022-02-14
1493336955769266177,2022-02-14
1493478131457531909,2022-02-15
1493483818933788675,2022-02-15
1493494114557509633,2022-02-15
1493492046354698241,2022-02-15
1493491266100858883,2022-02-15
1493488356927414275,2022-02-15
1493496696285843457,2022-02-15
1493509716609273856,2022-02-15
1493503316134875137,2022-02-15
1493517500222476288,2022-02-15
1493514887091392516,2022-02-15
1493513628468879363,2022-02-15
1493524247704186881,2022-02-15
1493532436336037892,2022-02-15
1493528374190526465,2022-02-15
1493527996904398849,2022-02-15
1493527942617616386,2022-02-15
1493526165318946816,2022-02-15
1493553569441751042,2022-02-15
1493552305400078336,2022-02-15
1493550764979113984,2022-02-15
1493548503213264896,2022-02-15
1493561897618219009,2022-02-15
1493558727122853888,2022-02-15
1493569713510748165,2022-02-15
1493566419757408261,2022-02-15
1493563463884496896,2022-02-15
1493576345971920898,2022-02-15
1493573942468038656,2022-02-15
1493573932737343488,2022-02-15
1493590012344082432,2022-02-15
1493587936864088070,2022-02-15
1493602915206017034,2022-02-15
1493614171937726465,2022-02-15
1493626582946263042,2022-02-15
1493625209718558725,2022-02-15
1493642845495955457,2022-02-15
1493638869459382275,2022-02-15
1493652569989820425,2022-02-15
1493652425328181249,2022-02-15
1493654964602011648,2022-02-15
1493680038746726415,2022-02-15
1493690383297040389,2022-02-15
1493709978129080321,2022-02-15
1493714915516891136,2022-02-15
1493824776233754626,2022-02-16
1493849201242955784,2022-02-16
1493848244878811141,2022-02-16
1493843023716835342,2022-02-16
1493880072775868418,2022-02-16
1493878601950896132,2022-02-16
1493876845384712192,2022-02-16
1493889622501433345,2022-02-16
1493900043606282243,2022-02-16
1493962233461751817,2022-02-16
1493976474034085889,2022-02-16
1493981200964145155,2022-02-16
1493987198999449613,2022-02-16
1493998121478725639,2022-02-16
1493994462162395139,2022-02-16
1494006410513895425,2022-02-16
1494004397365506048,2022-02-16
1494001992750010370,2022-02-16
1494012518016167943,2022-02-16
1494022066789662720,2022-02-16
1494017613390925836,2022-02-16
1494017542075072520,2022-02-16
1494017253423132679,2022-02-16
1494030918662725641,2022-02-16
1494025010511593480,2022-02-16
1494024208787152902,2022-02-16
1494045809180033030,2022-02-16
1494053408537518092,2022-02-16
1494099372606435330,2022-02-17
1494208698675302400,2022-02-17
1494215347880304643,2022-02-17
1494221396578287621,2022-02-17
1494245713013878787,2022-02-17
1494243746082439168,2022-02-17
1494278632625393666,2022-02-17
1494272940115996679,2022-02-17
1494286212357632003,2022-02-17
1494293901418631172,2022-02-17
1494349271726006277,2022-02-17
1494388773576183810,2022-02-17
1494408080674672647,2022-02-17
1494405002349232137,2022-02-17
1494413117824159751,2022-02-17
1494411531861340171,2022-02-17
1494416736686387209,2022-02-17
1494432083929968656,2022-02-17
1494443216778706945,2022-02-17
1494581048361037845,2022-02-18
1494589392471666717,2022-02-18
1494593734796890113,2022-02-18
1494611335153393684,2022-02-18
1494616924436766723,2022-02-18
1494616878265868312,2022-02-18
1494616755653779464,2022-02-18
1494616362978844718,2022-02-18
1494614409976684583,2022-02-18
1494626369686409217,2022-02-18
1494625717140791298,2022-02-18
1494624319539924996,2022-02-18
1494621464414363655,2022-02-18
1494621024075272192,2022-02-18
1494620307889471494,2022-02-18
1494632322011959296,2022-02-18
1494642069884833818,2022-02-18
1494641473089900547,2022-02-18
1494640270285156353,2022-02-18
1494639421458628610,2022-02-18
1494647369337491456,2022-02-18
1494644112989069312,2022-02-18
1494651140637609989,2022-02-18
1494664521021018122,2022-02-18
1494665809016336387,2022-02-18
1494678233584914441,2022-02-18
1494676489547272196,2022-02-18
1494675876444872708,2022-02-18
1494684959453458434,2022-02-18
1494684890188730374,2022-02-18
1494683443850092545,2022-02-18
1494682502983827461,2022-02-18
1494681256159756291,2022-02-18
1494698625682784260,2022-02-18
1494709346399408128,2022-02-18
1494708666381049860,2022-02-18
1494707517896732674,2022-02-18
1494710803513024516,2022-02-18
1494718680403521536,2022-02-18
1494727366547058695,2022-02-18
1494726901000286209,2022-02-18
1494740684913487874,2022-02-18
1494738166091288585,2022-02-18
1494733878132674560,2022-02-18
1494741305678872585,2022-02-18
1494752749623386115,2022-02-18
1494762438318768135,2022-02-18
1494778006493175809,2022-02-18
1494773071957446656,2022-02-18
1494785371133161474,2022-02-18
1494798236179124224,2022-02-18
1494797907295453189,2022-02-18
1494796774556512264,2022-02-18
1494795470866202631,2022-02-18
1494795034201362453,2022-02-18
1494803869641158658,2022-02-18
1494803772186546179,2022-02-18
1494875975695351808,2022-02-19
1494898066163437571,2022-02-19
1494906731914219521,2022-02-19
1494905656897425410,2022-02-19
1494901491693506564,2022-02-19
1494933216763035648,2022-02-19
1494931350100619268,2022-02-19
1494942720548392963,2022-02-19
1494946163744813056,2022-02-19
1494944991134859271,2022-02-19
1494956664629481473,2022-02-19
1494955688195416065,2022-02-19
1494974596763865094,2022-02-19
1494973136021991427,2022-02-19
1494972853636280320,2022-02-19
1494970016357355520,2022-02-19
1494978622708502531,2022-02-19
1494977710917050369,2022-02-19
1494988865446330369,2022-02-19
1494988722663739393,2022-02-19
1494987374354485250,2022-02-19
1494985884931928065,2022-02-19
1494995294932590593,2022-02-19
1494993665806127107,2022-02-19
1494993217225465857,2022-02-19
1495004591745814530,2022-02-19
1494998621275762690,2022-02-19
1495012036891357185,2022-02-19
1495011565476720640,2022-02-19
1495005497199575041,2022-02-19
1495015284679315456,2022-02-19
1495026267946692609,2022-02-19
1495040205887262729,2022-02-19
1495040139965472771,2022-02-19
1495039829419216906,2022-02-19
1495049457976631312,2022-02-19
1495048953435504641,2022-02-19
1495048889174577162,2022-02-19
1495048427008315396,2022-02-19
1495047844255911937,2022-02-19
1495046494675689474,2022-02-19
1495045336267571203,2022-02-19
1495043991322206211,2022-02-19
1495043117908697090,2022-02-19
1495054750361993217,2022-02-19
1495052479024803852,2022-02-19
1495051163502272512,2022-02-19
1495050798463692808,2022-02-19
1495062929913303051,2022-02-19
1495059740254167056,2022-02-19
1495070451919372288,2022-02-19
1495069195431731201,2022-02-19
1495079624761557006,2022-02-19
1495079416342450181,2022-02-19
1495079228118872066,2022-02-19
1495078921552990210,2022-02-19
1495088022148337675,2022-02-19
1495087165876932615,2022-02-19
1495083015671799808,2022-02-19
1495082685915611142,2022-02-19
1495081935139397644,2022-02-19
1495081834136408066,2022-02-19
1495081402387283979,2022-02-19
1495094404100542465,2022-02-19
1495091944271319043,2022-02-19
1495101617032605696,2022-02-19
1495099482203213829,2022-02-19
1495110223274647557,2022-02-19
1495107185650581512,2022-02-19
1495106552029659148,2022-02-19
1495105532331446277,2022-02-19
1495103487948083203,2022-02-19
1495114415754162183,2022-02-19
1495112839673135106,2022-02-19
1495125709903257600,2022-02-19
1495123277559345154,2022-02-19
1495121416294912012,2022-02-19
1495131027827830784,2022-02-19
1495129621448335367,2022-02-19
1495139717251223553,2022-02-19
1495142816577695745,2022-02-19
1495142761854603266,2022-02-19
1495152000425766912,2022-02-19
1495162443038867467,2022-02-19
1495161303547228161,2022-02-19
1495159376398667781,2022-02-19
1495170852345819146,2022-02-19
1495165211728396296,2022-02-19
1495164499816558596,2022-02-19
1495195597472772098,2022-02-20
1495195527662686215,2022-02-20
1495205205062955009,2022-02-20
1495220238283161600,2022-02-20
1495248421179043840,2022-02-20
1495257976076132353,2022-02-20
1495256583789772802,2022-02-20
1495254633194864641,2022-02-20
1495280844814045188,2022-02-20
1495279788382167041,2022-02-20
1495298506155859969,2022-02-20
1495305910754938884,2022-02-20
1495304932773318658,2022-02-20
1495302567294914560,2022-02-20
1495301613099134984,2022-02-20
1495300177707483137,2022-02-20
1495311641772273666,2022-02-20
1495329300127653891,2022-02-20
1495327303479574529,2022-02-20
1495337047707504643,2022-02-20
1495336264958201857,2022-02-20
1495335992886239236,2022-02-20
1495335727726538754,2022-02-20
1495333932228825089,2022-02-20
1495332885699731462,2022-02-20
1495332679323160580,2022-02-20
1495331647230726147,2022-02-20
1495342502995726339,2022-02-20
1495342409139593220,2022-02-20
1495338822493773825,2022-02-20
1495338330589962241,2022-02-20
1495351460544004101,2022-02-20
1495350669011791876,2022-02-20
1495346525320454147,2022-02-20
1495345519534739459,2022-02-20
1495359663054934018,2022-02-20
1495359248246706181,2022-02-20
1495358394764566531,2022-02-20
1495356480656138249,2022-02-20
1495356250321739781,2022-02-20
1495355916144816132,2022-02-20
1495366362176397313,2022-02-20
1495372072184389634,2022-02-20
1495371439075115017,2022-02-20
1495369985933426692,2022-02-20
1495369489105530880,2022-02-20
1495369161182220288,2022-02-20
1495382079684718596,2022-02-20
1495380358086504460,2022-02-20
1495378977300664327,2022-02-20
1495389957183135745,2022-02-20
1495397166508126210,2022-02-20
1495394958278377472,2022-02-20
1495394830461149192,2022-02-20
1495393877066493954,2022-02-20
1495403318180519953,2022-02-20
1495403299067117569,2022-02-20
1495402862213361665,2022-02-20
1495401268692623362,2022-02-20
1495399665055014916,2022-02-20
1495398715745607686,2022-02-20
1495398440720908288,2022-02-20
1495412600636641281,2022-02-20
1495410848189358082,2022-02-20
1495409606541123592,2022-02-20
1495407936591572994,2022-02-20
1495406090502258698,2022-02-20
1495415387768434694,2022-02-20
1495414568457314304,2022-02-20
1495425546561495040,2022-02-20
1495425174790979589,2022-02-20
1495425094029611015,2022-02-20
1495431311313485827,2022-02-20
1495429320734609410,2022-02-20
1495440112418791427,2022-02-20
1495439457163649026,2022-02-20
1495438481753055237,2022-02-20
1495436744203935746,2022-02-20
1495436189914083331,2022-02-20
1495450263162953731,2022-02-20
1495450092731572228,2022-02-20
1495447736728133641,2022-02-20
1495445327511490572,2022-02-20
1495455009932255234,2022-02-20
1495454428421398528,2022-02-20
1495453745605492750,2022-02-20
1495464431832252420,2022-02-20
1495464238747467776,2022-02-20
1495463902364246025,2022-02-20
1495462164458524673,2022-02-20
1495458988430876673,2022-02-20
1495472539149103104,2022-02-20
1495466887244926976,2022-02-20
1495466646823178249,2022-02-20
1495485601361149955,2022-02-20
1495497285412823046,2022-02-20
1495496107614421009,2022-02-20
1495504621669867520,2022-02-20
1495504472994467841,2022-02-20
1495521436697509903,2022-02-20
1495518652724088832,2022-02-20
1495531620186656771,2022-02-20
1495562166677782529,2022-02-21
1495576742718758913,2022-02-21
1495575616317538305,2022-02-21
1495581287658274816,2022-02-21
1495621492725452801,2022-02-21
1495633132665647111,2022-02-21
1495642637809840131,2022-02-21
1495651611678588932,2022-02-21
1495650500347416580,2022-02-21
1495649016620765184,2022-02-21
1495648753432281088,2022-02-21
1495648269388685312,2022-02-21
1495659388694151173,2022-02-21
1495657869127077893,2022-02-21
1495657093038325762,2022-02-21
1495656528476581888,2022-02-21
1495656460327526401,2022-02-21
1495668490723811328,2022-02-21
1495667311927308288,2022-02-21
1495666195852410880,2022-02-21
1495665394060832769,2022-02-21
1495664820028416002,2022-02-21
1495662085610643457,2022-02-21
1495675991670329345,2022-02-21
1495675577679982593,2022-02-21
1495671648309100545,2022-02-21
1495683326820114432,2022-02-21
1495682365280108550,2022-02-21
1495682303070195714,2022-02-21
1495682218756390913,2022-02-21
1495681847724027905,2022-02-21
1495679636096880640,2022-02-21
1495691365388333056,2022-02-21
1495690915272351744,2022-02-21
1495687713462407172,2022-02-21
1495687055061491715,2022-02-21
1495685685474385920,2022-02-21
1495695020527177728,2022-02-21
1495692899702513668,2022-02-21
1495700045336821765,2022-02-21
1495699926738784258,2022-02-21
1495711374944706564,2022-02-21
1495710997474164743,2022-02-21
1495709779611856900,2022-02-21
1495709694534500359,2022-02-21
1495709275213254659,2022-02-21
1495708647850233862,2022-02-21
1495725714745745411,2022-02-21
1495725372175962118,2022-02-21
1495736910316290060,2022-02-21
1495733940254130176,2022-02-21
1495732675323351044,2022-02-21
1495742881012887552,2022-02-21
1495742071004672008,2022-02-21
1495747721709461505,2022-02-21
1495745445750001669,2022-02-21
1495759331119276032,2022-02-21
1495755637157945346,2022-02-21
1495754050981310467,2022-02-21
1495753414256603148,2022-02-21
1495766777820856324,2022-02-21
1495766584379555841,2022-02-21
1495763375439159296,2022-02-21
1495761004038402052,2022-02-21
1495760439657078785,2022-02-21
1495774228939001857,2022-02-21
1495772910069469190,2022-02-21
1495772041525481476,2022-02-21
1495781039180066818,2022-02-21
1495789314214670338,2022-02-21
1495787828210450440,2022-02-21
1495787293709320197,2022-02-21
1495786553158811653,2022-02-21
1495786502068047874,2022-02-21
1495796379788136451,2022-02-21
1495794326437351428,2022-02-21
1495793693789499393,2022-02-21
1495812406668312578,2022-02-21
1495812220915228675,2022-02-21
1495811005024284680,2022-02-21
1495815207427399687,2022-02-21
1495813545887473670,2022-02-21
1495827414689198094,2022-02-21
1495827358204534785,2022-02-21
1495827228877369344,2022-02-21
1495827179783008258,2022-02-21
1495826880368459779,2022-02-21
1495826591963824129,2022-02-21
1495826555775373318,2022-02-21
1495825279792697344,2022-02-21
1495825020559544321,2022-02-21
1495824801805606917,2022-02-21
1495824227622322177,2022-02-21
1495824092112601090,2022-02-21
1495823916371255308,2022-02-21
1495823893759725573,2022-02-21
1495823170921807879,2022-02-21
1495822200229797888,2022-02-21
1495822050820300809,2022-02-21
1495835221794697224,2022-02-21
1495835151028342787,2022-02-21
1495834837340626949,2022-02-21
1495834101064081408,2022-02-21
1495833785140604932,2022-02-21
1495833573697507331,2022-02-21
1495833346257084418,2022-02-21
1495833137024278533,2022-02-21
1495832273383530498,2022-02-21
1495830457803591681,2022-02-21
1495829695790784515,2022-02-21
1495829160765313027,2022-02-21
1495828785584824323,2022-02-21
1495828221438435332,2022-02-21
1495842841884565504,2022-02-21
1495842759571353607,2022-02-21
1495841707455307776,2022-02-21
1495841141002014720,2022-02-21
1495840301927346188,2022-02-21
1495840169534140426,2022-02-21
1495840060486438912,2022-02-21
1495839309248839680,2022-02-21
1495839094462636040,2022-02-21
1495838510498123777,2022-02-21
1495838110147616774,2022-02-21
1495837996695887875,2022-02-21
1495837133671747585,2022-02-21
1495837040247816206,2022-02-21
1495836943640317953,2022-02-21
1495836453821161479,2022-02-21
1495836086945394688,2022-02-21
1495835749073182733,2022-02-21
1495835722523287558,2022-02-21
1495850313311563777,2022-02-21
1495850200572772354,2022-02-21
1495849555530715137,2022-02-21
1495849386563284992,2022-02-21
1495849325678796810,2022-02-21
1495849126696787971,2022-02-21
1495848807455772679,2022-02-21
1495848729265512459,2022-02-21
1495848664861970439,2022-02-21
1495848601301528586,2022-02-21
1495848333767852034,2022-02-21
1495847597042544640,2022-02-21
1495847491815841793,2022-02-21
1495846688451407879,2022-02-21
1495846646135017475,2022-02-21
1495846437313302531,2022-02-21
1495846434742194180,2022-02-21
1495846364294561797,2022-02-21
1495846208585314312,2022-02-21
1495846025805840385,2022-02-21
1495845926094704641,2022-02-21
1495845491799736324,2022-02-21
1495845415975108612,2022-02-21
1495845062416257024,2022-02-21
1495844446931406850,2022-02-21
1495844186783993857,2022-02-21
1495843740581339138,2022-02-21
1495843406169448448,2022-02-21
1495843300791799808,2022-02-21
1495858088812896274,2022-02-21
